0.1875	0.25	1	0	0
0.16919417382415922	0.33838834764831843	1	0	0
0.125	0.375	1	0	0
0.08080582617584078	0.33838834764831843	1	0	0
0.0625	0.25	1	0	0
0.08080582617584077	0.16161165235168157	1	0	0
0.12499999999999999	0.125	1	0	0
0.16919417382415922	0.16161165235168154	1	0	0
0.4375	0.25	0	1	0
0.41919417382415924	0.33838834764831843	0	1	0
0.375	0.375	0	1	0
0.33080582617584076	0.33838834764831843	0	1	0
0.3125	0.25	0	1	0
0.33080582617584076	0.16161165235168157	0	1	0
0.375	0.125	0	1	0
0.4191941738241592	0.16161165235168154	0	1	0
0.6875	0.25	0	0	1
0.6691941738241592	0.33838834764831843	0	0	1
0.625	0.375	0	0	1
0.5808058261758408	0.33838834764831843	0	0	1
0.5625	0.25	0	0	1
0.5808058261758408	0.16161165235168157	0	0	1
0.625	0.125	0	0	1
0.6691941738241592	0.16161165235168154	0	0	1
0.9375	0.25	1	0	0
0.9191941738241592	0.33838834764831843	1	0	0
0.875	0.375	1	0	0
0.8308058261758408	0.33838834764831843	1	0	0
0.8125	0.25	1	0	0
0.8308058261758408	0.16161165235168157	1	0	0
0.875	0.125	1	0	0
0.9191941738241592	0.16161165235168154	1	0	0
0.1875	0.75	0	1	0
0.16919417382415922	0.8383883476483185	0	1	0
0.125	0.875	0	1	0
0.08080582617584078	0.8383883476483185	0	1	0
0.0625	0.75	0	1	0
0.08080582617584077	0.6616116523516815	0	1	0
0.12499999999999999	0.625	0	1	0
0.16919417382415922	0.6616116523516815	0	1	0
0.4375	0.75	0	0	1
0.41919417382415924	0.8383883476483185	0	0	1
0.375	0.875	0	0	1
0.33080582617584076	0.8383883476483185	0	0	1
0.3125	0.75	0	0	1
0.33080582617584076	0.6616116523516815	0	0	1
0.375	0.625	0	0	1
0.4191941738241592	0.6616116523516815	0	0	1
0.6875	0.75	1	0	0
0.6691941738241592	0.8383883476483185	1	0	0
0.625	0.875	1	0	0
0.5808058261758408	0.8383883476483185	1	0	0
0.5625	0.75	1	0	0
0.5808058261758408	0.6616116523516815	1	0	0
0.625	0.625	1	0	0
0.6691941738241592	0.6616116523516815	1	0	0
0.9375	0.75	0	1	0
0.9191941738241592	0.8383883476483185	0	1	0
0.875	0.875	0	1	0
0.8308058261758408	0.8383883476483185	0	1	0
0.8125	0.75	0	1	0
0.8308058261758408	0.6616116523516815	0	1	0
0.875	0.625	0	1	0
0.9191941738241592	0.6616116523516815	0	1	0
